City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
109,pyt-yakh,60.7499,72.8582,-26.859999999999985,97,100,3.86,RU,1702065155
110,constantia,44.1833,28.65,0.3900000000000432,83,100,7.86,RO,1702065000
111,bethel,41.3712,-73.414,9.240000000000009,63,81,1.34,US,1702065155
112,vernon,50.2581,-119.2691,5.420000000000016,71,57,1.54,CA,1702065096
113,lompoc,34.6391,-120.4579,20.010000000000048,43,0,9.77,US,1702065156
114,kokuy,52.2037,117.5529,-32.099999999999966,99,17,1.23,RU,1702065156
115,selkirk,50.1436,-96.8845,1.160000000000025,96,100,4.02,CA,1702064987
116,ingeniero guillermo n. juarez,-23.9,-61.85,35.710000000000036,18,0,3.34,AR,1702065157
117,la passe,45.5549,-0.8967,9.430000000000007,85,100,3.48,FR,1702065157
118,naracoorte,-36.9579,140.7383,14.25,89,100,4.3,AU,1702065157
119,igarka,67.4667,86.5833,-39.059999999999974,100,24,1.55,RU,1702065157
120,undurkhaan,47.3194,110.6556,-27.19999999999999,90,4,1.78,MN,1702065157
121,la ronge,55.1001,-105.2842,-6.859999999999957,79,20,3.6,CA,1702065158
122,queenstown,-31.8976,26.8753,15.910000000000025,77,96,3.31,ZA,1702065158
123,yelizovo,53.1873,158.3805,-4.0,92,40,2.0,RU,1702065158
124,phu kradueng,16.8843,101.8847,21.680000000000007,81,43,1.36,TH,1702065158
125,lingig,8.0389,126.4125,24.78000000000003,89,10,1.7,PH,1702065159
126,port moresby,-9.4431,147.1797,24.680000000000007,94,40,1.54,PG,1702065159
127,rundu,-17.9333,19.7667,23.129999999999995,64,100,2.05,NA,1702065159
128,vorkuta,67.5,64.0,-23.629999999999967,99,100,2.12,RU,1702065159
129,ullal,12.8,74.85,25.53000000000003,88,75,2.06,IN,1702065160
130,lihue,21.9789,-159.3672,25.760000000000048,72,40,0.0,US,1702065021
131,fada,9.5667,8.3,22.80000000000001,24,100,1.87,NG,1702065160
132,georgetown,5.4112,100.3354,26.960000000000036,79,20,1.54,MY,1702065393
133,puerto ayora,-0.7393,-90.3518,29.980000000000018,92,90,2.24,EC,1702065160
134,bikenibeu village,1.3673,173.1241,27.980000000000018,83,75,3.09,KI,1702065161
135,dunedin,-45.8742,170.5036,15.450000000000045,68,100,1.34,NZ,1702065161
136,tura,25.5198,90.2201,15.689999999999998,92,7,1.45,IN,1702065161
137,buala,-8.145,159.5921,26.870000000000005,85,78,2.84,SB,1702065161
138,vilyuchinsk,52.9306,158.4028,-3.92999999999995,85,100,1.1,RU,1702065162
139,sisimiut,66.9395,-53.6735,-6.599999999999966,70,33,3.63,GL,1702065162
140,avarua,-21.2078,-159.775,26.03000000000003,78,75,7.2,CK,1702065162
141,gadzhiyevo,69.2551,33.3362,-12.71999999999997,92,94,8.72,RU,1702065162
142,gurupa,-1.405,-51.64,33.52000000000004,43,94,1.43,BR,1702065162
143,mount isa,-20.7333,139.5,22.870000000000005,68,0,2.06,AU,1702065163
144,dingli,35.8614,14.3822,16.010000000000048,72,20,2.06,MT,1702065163
145,colonia,50.9333,6.95,8.82000000000005,89,100,3.6,DE,1702065123
